Updated On,State,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,Num Isolation Beds,Num ICU Beds,Num Ventilators,Corona Enquiry Calls,Num Calls State Helpline,Source1,,Source2,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case,Population NCP 2019 Projection
20/05/2020,Haryana,83944,Samples Sent,970,78379,4595,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Media%20bulletin%20of%20COVID%2019%20as%20on%2020-05-20Morning.pdf,,,1.16%,211.45,211446,87,28672000
21/05/2020,Haryana,88138,Samples Sent,1031,82372,4735,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Media%20Bulleitin%2021-05-2020%20Evening.pdf,,,1.17%,222.01,222010,85,28672000
22/05/2020,Haryana,91119,Samples Sent,1067,85317,4735,,,,,,,,,,http://www.nhmharyana.gov.in/WriteReadData/userfiles/file/CoronaVirus/Media%20bulletin%2022-05-20%20Evening.pdf,,https://t.me/indiacovid/5330,,,,,
10/04/2020,Himachal Pradesh,900,Tested,30,870,,,,,,,,,,,https://twitter.com/nhm_hp/status/1248648731374714880,,,3.33%,2.27,2267,30,7300000
11/04/2020,Himachal Pradesh,900,Tested,30,870,0,,,,,,,,,,http://www.nrhmhp.gov.in/,,,3.33%,2.27,2267,30,7300000
12/04/2020,Himachal Pradesh,1113,Tested,32,944,137,,,,,,,,,,https://twitter.com/nhm_hp/status/1249299563308974085?s=09,,,2.88%,2.80,2804,35,7300000
13/04/2020,Himachal Pradesh,1210,Tested,32,1109,69,,,,,,,,,,https://twitter.com/ANI/status/1249664611621703680?s=09,,,2.64%,3.05,3048,38,7300000
14/04/2020,Himachal Pradesh,1311,Tested,32,1232,47,,,,,,,,,,https://twitter.com/nhm_hp/status/1250095208496132096/photo/1,,,2.44%,3.30,3302,41,7300000
15/04/2020,Himachal Pradesh,1426,Tested,35,1391,0,,,,,,,,,,https://twitter.com/nhm_hp/status/1250447162388824064?s=19,,,2.45%,3.59,3592,41,7300000
16/04/2020,Himachal Pradesh,1604,Tested,35,1559,10,,,,,,,,,,https://twitter.com/nhm_hp/status/1250826722766761986?s=09,,,2.18%,4.04,4040,46,7300000
17/04/2020,Himachal Pradesh,1992,Tested,36,1740,216,,,,,,,,,,https://twitter.com/nhm_hp/status/1251189060976037890/photo/1,,,1.81%,5.02,5018,55,7300000
18/04/2020,Himachal Pradesh,2207,Tested,39,2091,77,,,,,,,,,,https://twitter.com/nhm_hp/status/1251554269267779584?s=19,,,1.77%,5.56,5559,57,7300000
19/04/2020,Himachal Pradesh,2553,Tested,39,2337,177,,,,,,,,,,https://twitter.com/nhm_hp/status/1251902095738810368?s=19,,,1.53%,6.43,6431,65,7300000
20/04/2020,Himachal Pradesh,2892,Tested,39,2714,139,,,,,,,,,,https://twitter.com/nhm_hp/status/1252268502104313856/photo/1,,,1.35%,7.28,7285,74,7300000
21/04/2020,Himachal Pradesh,3341,Tested,39,2933,369,,,,,,,,,,https://twitter.com/nhm_hp/status/1252581823864946690,,,1.17%,8.42,8416,86,7300000
22/04/2020,Himachal Pradesh,3700,Tested,39,3510,151,,,,,,,,,,https://twitter.com/nhm_hp/status/1253011070173798402?s=09,,,1.05%,9.32,9320,95,7300000
23/04/2020,Himachal Pradesh,4020,Tested,40,3943,37,,,,,,,,,,https://twitter.com/nhm_hp/status/1253364412880019456?s=19,,,1.00%,10.13,10126,101,7300000
24/04/2020,Himachal Pradesh,4328,Tested,40,4160,128,,,,,,,,,,https://twitter.com/nhm_hp/status/1253724575323557890,,,0.92%,10.90,10902,108,7300000
25/04/2020,Himachal Pradesh,4623,Tested,40,4363,220,,,,,,,,,,https://twitter.com/nhm_hp/status/1254028713022406657,,,0.87%,11.64,11645,116,7300000
26/04/2020,Himachal Pradesh,4901,Tested,40,4794,67,,,,,,,,,,https://twitter.com/nhm_hp/status/1254445018900836353?s=19,,,0.82%,12.35,12345,123,7300000
27/04/2020,Himachal Pradesh,5106,Tested,40,5022,44,,,,,,,,,,https://twitter.com/nhm_hp/status/1254806333687242755,,,0.78%,12.86,12861,128,7300000
28/04/2020,Himachal Pradesh,5391,Tested,40,5344,7,,,,,,,,,,https://twitter.com/nhm_hp/status/1255171851342544898?s=19,,,0.74%,13.58,13579,135,7300000
29/04/2020,Himachal Pradesh,5772,Tested,40,5726,6,,,,,,,,,,https://twitter.com/nhm_hp/status/1255532748296650752/photo/1,,,0.69%,14.54,14539,144,7300000
30/04/2020,Himachal Pradesh,6133,Tested,40,6091,2,,,,,,,,,,https://twitter.com/nhm_hp/status/1255895001474772999?s=19,,,0.65%,15.45,15448,153,7300000
01/05/2020,Himachal Pradesh,6472,Tested,40,6432,0,,,,,,,,,,https://twitter.com/nhm_hp/status/1256255886873378819?s=19,,,0.62%,16.30,16302,162,7300000
02/05/2020,Himachal Pradesh,6836,Tested,40,6791,5,,,,,,,,,,https://twitter.com/nhm_hp/status/1256613842806685696?s=09,,,0.59%,17.22,17219,171,7300000
03/05/2020,Himachal Pradesh,7185,Tested,40,7133,12,,,,,,,,,,https://twitter.com/nhm_hp/status/1256973348841631744?s=19,,,0.56%,18.10,18098,180,7300000
04/05/2020,Himachal Pradesh,7430,Tested,41,7320,69,,,,,,,,,,https://twitter.com/nhm_hp/status/1257350626142564357?s=19,,,0.55%,18.72,18715,181,7300000
05/05/2020,Himachal Pradesh,7893,Tested,42,7800,51,,,,,,,,,,https://twitter.com/nhm_hp/status/1257705232416595968?s=09,,,0.53%,19.88,19882,188,7300000
06/05/2020,Himachal Pradesh,8491,Tested,43,8055,393,,,,,,,,,,https://twitter.com/nhm_hp/status/1258006647970000901?s=19,,,0.51%,21.39,21388,197,7300000
07/05/2020,Himachal Pradesh,9005,Tested,46,8833,126,,,,,,,,,,https://twitter.com/nhm_hp/status/1258423693891399681?s=19,,,0.51%,22.68,22683,196,7300000
08/05/2020,Himachal Pradesh,9522,Tested,50,9434,38,,,,,,,,,,https://twitter.com/nhm_hp/status/1258803799201906690?s=19,,,0.53%,23.98,23985,190,7300000
09/05/2020,Himachal Pradesh,10208,Tested,52,10047,109,,,,,,,,,,https://twitter.com/nhm_hp/status/1259151303114186753?s=19,,,0.51%,25.71,25713,196,7300000
10/05/2020,Himachal Pradesh,10791,Tested,55,10343,393,,,,,,,,,,https://twitter.com/nhm_hp/status/1259456413870354432?s=19,,,0.51%,27.18,27181,196,7300000
11/05/2020,Himachal Pradesh,11267,Tested,59,11016,192,,,,,,,,,,https://twitter.com/nhm_hp/status/1259878101313560576/photo/1,,,0.52%,28.38,28380,191,7300000
12/05/2020,Himachal Pradesh,12224,Tested,66,11846,312,,,,,,,,,,https://twitter.com/nhm_hp/status/1260248852176781312,,,0.54%,30.79,30791,185,7300000
13/05/2020,Himachal Pradesh,13190,Tested,67,12867,256,,,,,,,,,,https://twitter.com/nhm_hp/status/1260603713082843138?s=19,,https://t.me/indiacovid/4704?single,0.51%,33.22,33224,197,7300000
14/05/2020,Himachal Pradesh,14256,Tested,70,13307,879,,,,,,,,,,https://twitter.com/nhm_hp/status/1260907929772818432,,https://t.me/indiacovid/4737,0.49%,35.91,35909,204,7300000
15/05/2020,Himachal Pradesh,15557,Tested,76,15076,405,,,,,,,,,,https://twitter.com/nhm_hp/status/1261332883920297984?s=19,,,0.49%,39.19,39186,205,7300000
16/05/2020,Himachal Pradesh,16534,Tested,78,16079,377,,,,,,,,,,https://twitter.com/nhm_hp/status/1261693046623621125?s=19,,https://t.me/indiacovid/4900?single,0.47%,41.65,41647,212,7300000
17/05/2020,Himachal Pradesh,17417,Tested,80,17049,288,,,,,,,,,,https://twitter.com/nhm_hp/status/1262053736194719744,,https://t.me/indiacovid/4991,0.46%,43.87,43872,218,7300000
18/05/2020,Himachal Pradesh,18224,Tested,90,17946,188,,,,,,,,,,https://twitter.com/nhm_hp/status/1262417520855781377,,,0.49%,45.90,45904,202,7300000
19/05/2020,Himachal Pradesh,19645,Tested,92,18994,559,,,,,,,,,,https://twitter.com/nhm_hp/status/1262785487250403328,,,0.47%,49.48,49484,214,7300000
20/05/2020,Himachal Pradesh,21147,Tested,110,20449,588,,,,,,,,,,https://twitter.com/nhm_hp/status/1263136879765065729?s=19,,https://t.me/indiacovid/5221?single,0.52%,53.27,53267,192,7300000
21/05/2020,Himachal Pradesh,22641,Tested,152,21812,677,,,,,,,,,,https://twitter.com/nhm_hp/status/1263501627253837827,,,,,,,
22/05/2020,Himachal Pradesh,24032,Tested,164,22825,1043,,,,,,,,,,https://twitter.com/nhm_hp/status/1263799493364875264?s=19,,,,,,,
05/04/2020,Jammu and Kashmir,1551,Reports Received,106,1429,16,,,,,,,,,,https://twitter.com/diprjk/status/1246764514135040000,,,6.83%,3.91,3907,15,13203000
10/04/2020,Jammu and Kashmir,2961,Reports Received,207,2754,,,415,Hospital,,,,,,,https://twitter.com/diprjk/status/1248598584380887042/photo/1,,,6.99%,7.46,7458,14,13203000
11/04/2020,Jammu and Kashmir,3206,Reports Received,224,2982,,,422,Hospital,,,,,,,https://twitter.com/diprjk/status/1248973710284820486?s=19,,,6.99%,8.08,8076,14,13203000
12/04/2020,Jammu and Kashmir,3600,Reports Received,245,3355,,,433,Hospital,,,,,,,https://twitter.com/diprjk/status/1249325016266637313,,https://twitter.com/diprjk,6.81%,9.07,9068,15,13203000
13/04/2020,Jammu and Kashmir,4065,Reports Received,270,3795,,,354,Hospital,,,,,,,https://twitter.com/diprjk/status/1249691818737844224,,,6.64%,10.24,10239,15,13203000
14/04/2020,Jammu and Kashmir,4619,Reports Received,278,4341,,,365,Hospital,,,,,,,https://twitter.com/diprjk/status/1250065146074071041/photo/2,,,6.02%,11.63,11635,17,13203000
15/04/2020,Jammu and Kashmir,5171,Reports Received,300,4871,,,270,Hospital,,,,,,,https://twitter.com/diprjk/status/1250429960319152128?s=19,,,5.80%,13.03,13025,17,13203000
16/04/2020,Jammu and Kashmir,5680,Reports Received,314,5366,,,265,Hospital,,,,,,,https://mobile.twitter.com/diprjk/status/1250767946072199168/photo/2,,,5.53%,14.31,14307,18,13203000
17/04/2020,Jammu and Kashmir,6438,Reports Received,328,6110,,,260,Hospital,,,,,,,https://mobile.twitter.com/diprjk/status/1251154157924282371/photo/2,,,5.09%,16.22,16217,20,13203000
18/04/2020,Jammu and Kashmir,6937,Reports Received,341,6596,,,252,Hospital,,,,,,,https://twitter.com/diprjk/status/1251512200130228233,,,4.92%,17.47,17474,20,13203000
19/04/2020,Jammu and Kashmir,7895,Reports Received,350,7545,,,264,Hospital,,,,,,,https://twitter.com/diprjk/status/1251889101550174209?s=19,,,4.43%,19.89,19887,23,13203000
20/04/2020,Jammu and Kashmir,8612,Reports Received,368,8244,,,229,Hospital,,,,,,,https://twitter.com/diprjk/status/1252217115072839682/photo/2,,,4.27%,21.69,21693,23,13203000
21/04/2020,Jammu and Kashmir,9220,Reports Received,380,8840,,,248,Hospital,,,,,,,https://twitter.com/diprjk/status/1252595792776294400,,,4.12%,23.22,23224,24,13203000
22/04/2020,Jammu and Kashmir,10039,Reports Received,407,9632,,,252,Hospital,,,,,,,https://twitter.com/diprjk/status/1252948284328431618/photo/2,,,4.05%,25.29,25287,25,13203000
23/04/2020,Jammu and Kashmir,10977,Reports Received,427,10550,,,279,Hospital,,,,,,,https://twitter.com/diprjk/status/1253301875320909824/photo/2,,,3.89%,27.65,27650,26,13203000
24/04/2020,Jammu and Kashmir,11764,Reports Received,454,11310,,,260,Hospital,,,,,,,https://twitter.com/diprjk/status/1253683232073080832,,,3.86%,29.63,29632,26,13203000
25/04/2020,Jammu and Kashmir,12835,Reports Received,494,12341,,,263,Hospital,,,,,,,https://twitter.com/diprjk/status/1254041627196297217,,,3.85%,32.33,32330,26,13203000
26/04/2020,Jammu and Kashmir,13959,Reports Received,523,13436,,,258,Hospital,,,,,,,https://twitter.com/diprjk/status/1254371474212884485/photo/2,,,3.75%,35.16,35161,27,13203000
27/04/2020,Jammu and Kashmir,14988,Reports Received,546,14442,,,259,Hospital,,,,,,,https://twitter.com/diprjk/status/1254769375883620353,,,3.64%,37.75,37753,27,13203000
28/04/2020,Jammu and Kashmir,16619,Reports Received,565,16054,,,255,Hospital,,,,,,,https://twitter.com/diprjk/status/1255107665719472133?s=19,,,3.40%,41.86,41861,29,13203000
29/04/2020,Jammu and Kashmir,18450,Reports Received,581,17869,,,244,Hospital,,,,,,,https://twitter.com/diprjk/status/1255484146765479937?s=19,,,3.15%,46.47,46474,32,13203000
30/04/2020,Jammu and Kashmir,19746,Reports Received,614,19132,,,193,Hospital,,,,,,,https://twitter.com/diprjk/status/1255851072364507139,,,3.11%,49.74,49738,32,13203000
01/05/2020,Jammu and Kashmir,21695,Reports Received,639,21056,,,185,Hospital,,,,,,,https://twitter.com/diprjk/status/1256194278877016065/photo/2,,,2.95%,54.65,54647,34,13203000
02/05/2020,Jammu and Kashmir,23406,Reports Received,666,22794,,,188,Hospital,,,,,,,https://twitter.com/diprjk/status/1256554999880077315/photo/2,,,2.85%,58.96,58957,35,13203000
03/05/2020,Jammu and Kashmir,26038,Reports Received,701,25337,,,183,Hospital,,,,,,,https://twitter.com/diprjk/status/1256923632846209027?s=19,,,2.69%,65.59,65587,37,13203000
04/05/2020,Jammu and Kashmir,28199,Reports Received,726,27473,,,182,Hospital,,,,,,,https://twitter.com/diprjk/status/1257302642537033732,,,2.57%,71.03,71030,39,13203000
05/05/2020,Jammu and Kashmir,31312,Reports Received,741,30571,,,213,Hospital,,,,,,,https://twitter.com/diprjk/status/1257662279602053120?s=19,,,2.37%,78.87,78872,42,13203000
06/05/2020,Jammu and Kashmir,34277,Reports Received,775,33502,,,190,Hospital,,,,,,,https://twitter.com/diprjk/status/1258032912064286730,,,2.26%,86.34,86340,44,13203000
07/05/2020,Jammu and Kashmir,37706,Reports Received,793,36913,,,186,Hospital,,,,,,,https://twitter.com/diprjk/status/1258386298240286721,,,2.10%,94.98,94977,48,13203000
08/05/2020,Jammu and Kashmir,42427,Reports Received,823,41604,,,186,Hospital,,,,,,,https://twitter.com/diprjk/status/1258734793769934849?s=19,,,1.94%,106.87,106869,52,13203000
09/05/2020,Jammu and Kashmir,44753,Reports Received,836,43917,,,137,Hospital,,,,,,,https://twitter.com/diprjk/status/1259089888302952448,,,1.87%,112.73,112728,54,13203000
10/05/2020,Jammu and Kashmir,47080,Reports Received,861,46291,,,177,Hospital,,,,,,,https://twitter.com/diprjk/status/1259477829839777792?s=19,,,1.83%,118.59,118589,55,13203000
11/05/2020,Jammu and Kashmir,51334,Reports Received,879,50455,,,190,Hospital,,,,,,,https://twitter.com/diprjk/status/1259833146410852352/photo/2,,,1.71%,129.30,129305,58,13203000
12/05/2020,Jammu and Kashmir,53726,Reports Received,934,52792,,,153,Hospital,,,,,,,https://twitter.com/diprjk/status/1260200858555494400,,,1.74%,135.33,135330,58,13203000
13/05/2020,Jammu and Kashmir,57111,Reports Received,971,56140,,,149,Hospital,,,,,,,https://twitter.com/diprjk/status/1260573425577406466/photo/2,,,1.70%,143.86,143856,59,13203000
14/05/2020,Jammu and Kashmir,63515,Reports Received,983,62532,,,152,Hospital,,,,,,,https://twitter.com/diprjk/status/1260927181892382727,,https://t.me/indiacovid/4748,1.55%,159.99,159987,65,13203000
15/05/2020,Jammu and Kashmir,70306,Reports Received,1013,69293,,,142,Hospital,,,,,,,https://twitter.com/diprjk/status/1261283826539606020?s=19,,https://t.me/indiacovid/4799?single,1.44%,177.09,177093,69,13203000
16/05/2020,Jammu and Kashmir,76191,Reports Received,1121,75070,,,107,Hospital,,,,,,,https://twitter.com/diprjk/status/1261661409139724293?s=19,,https://t.me/indiacovid/4870?single,1.47%,191.92,191917,68,13203000
17/05/2020,Jammu and Kashmir,80934,Reports Received,1183,79751,,,105,Hospital,,,,,,,https://twitter.com/diprjk/status/1262030418041339905?s=19,,,1.46%,203.86,203864,68,13203000
18/05/2020,Jammu and Kashmir,88601,Reports Received,1289,87312,,,89,Hospital,,,,,,,https://twitter.com/diprjk/status/1262368651866497024,,,1.45%,223.18,223176,69,13203000
19/05/2020,Jammu and Kashmir,96826,Reports Received,1317,95509,,,87,Hospital,,,,,,,https://twitter.com/diprjk/status/1262747170844729344,,https://t.me/indiacovid/5120,1.36%,243.89,243894,74,13203000
20/05/2020,Jammu and Kashmir,101950,Reports Received,1390,100560,,,86,Hospital,,,,,,,https://twitter.com/diprjk/status/1263120357734649862?s=19,,https://t.me/indiacovid/5214?single,1.36%,256.80,256801,73,13203000
21/05/2020,Jammu and Kashmir,107108,Reports Received,1449,105659,,,57,Hospital,,,,,,,https://twitter.com/diprjk/status/1263477752218476544,,,1.35%,269.79,269793,74,13203000
22/05/2020,Jammu and Kashmir,114859,Reports Received,1489,113370,,,73,Hospital,,,,,,,https://twitter.com/diprjk/status/1263837548280860672,,https://t.me/indiacovid/5327?single,,,,,
23/05/2020,Jammu and Kashmir,,,,,,,,,,,,,,,,,,,,,,
10/04/2020,Jharkhand,1340,Tested,14,1326,,,15714,Centre,,2891,239,,,,https://twitter.com/BannaGupta76/status/1248679134676443136,,,1.04%,3.38,3375,96,37403000
11/04/2020,Jharkhand,1546,Tested,17,1529,366,,15534,Centre,,2891,239,,,,https://twitter.com/BannaGupta76/status/1249017689827205121?s=20,,,1.10%,3.89,3894,91,37403000
12/04/2020,Jharkhand,1683,Tested,17,1666,434,,,,,2891,239,,,,https://twitter.com/RanchiPIB/status/1249357914571038724,,,1.01%,4.24,4239,99,37403000
13/04/2020,Jharkhand,1982,Tested,19,1963,541,,14907,Centre,,2891,239,,,,https://twitter.com/RanchiPIB/status/1249748332857053186?s=20,,,0.96%,4.99,4992,104,37403000
14/04/2020,Jharkhand,2334,Tested,27,2307,451,,12633,Centre,,2891,239,,,,https://mobile.twitter.com/FobGumla/status/1250155260691144704/photo/1,,,1.16%,5.88,5879,86,37403000
17/04/2020,Jharkhand,3143,Tested,32,3111,,,9493,Centre,,2891,239,,,,https://mobile.twitter.com/FobGumla/status/1251192890342158338,,,1.02%,7.92,7917,98,37403000
18/04/2020,Jharkhand,3431,Tested,33,3398,,,8621,Centre,,2891,239,,,,https://twitter.com/FobGumla/status/1251564826863628289?s=09,,,0.96%,8.64,8642,104,37403000
19/04/2020,Jharkhand,3646,Tested,38,3608,,,8855,Centre,,2891,239,,,,https://mobile.twitter.com/FobGumla/status/1251922007429492736,,,1.04%,9.18,9184,96,37403000
20/04/2020,Jharkhand,4235,Tested,45,4190,,,8601,Centre,,2891,239,,,,https://mobile.twitter.com/RanchiPIB/status/1252286622701219840,,,1.06%,10.67,10668,94,37403000
21/04/2020,Jharkhand,,Tested,,,,,,Centre,,,,,,,,,,,,,,37403000
22/04/2020,Jharkhand,5176,Tested,49,5127,,,9615,Centre,,2891,239,,,,https://twitter.com/RanchiPIB/status/1253147423527993345?s=09,,,0.95%,13.04,13038,106,37403000
23/04/2020,Jharkhand,5380,Tested,53,5327,,,,,,,,,,,https://twitter.com/FobGumla/status/1253342601530368001?s=09,,,0.99%,13.55,13552,102,37403000
24/04/2020,Jharkhand,6162,Tested,57,6105,,,10243,Centre,,,,,,,https://twitter.com/FobGumla/status/1253727385851015170/photo/1,,,0.93%,15.52,15521,108,37403000
25/04/2020,Jharkhand,6970,Tested,67,6903,,,10366,Centre,,,,,,,https://twitter.com/FobGumla/status/1254135906212012034,,,0.96%,17.56,17557,104,37403000
26/04/2020,Jharkhand,7806,Tested,82,7724,,,10443,Centre,,,,,,,https://twitter.com/FobGumla/status/1254496811949023232?s=19,,,1.05%,19.66,19662,95,37403000
27/04/2020,Jharkhand,8757,Tested,103,8654,,,10966,Centre,,,,,,,https://twitter.com/RanchiPIB/status/1254812298784342018?s=19,,,1.18%,22.06,22058,85,37403000
28/04/2020,Jharkhand,9408,Tested,105,9303,,,11141,Centre,,,,,,,https://twitter.com/RanchiPIB/status/1255181900785696769?s=19,,,1.12%,23.70,23698,90,37403000
29/04/2020,Jharkhand,10268,Tested,107,10161,,,11386,Centre,,,,,,,https://twitter.com/FobGumla/status/1255623927360962560/photo/1,,,1.04%,25.86,25864,96,37403000
30/04/2020,Jharkhand,10987,Tested,109,10878,,,11386,Centre,,,,,,,https://twitter.com/RanchiPIB/status/1256075687296827392?s=19,,,0.99%,27.68,27675,101,37403000
01/05/2020,Jharkhand,11771,Tested,113,11658,,,12116,Centre,,,,,,,https://twitter.com/RanchiPIB/status/1256411187119611906,,,0.96%,29.65,29650,104,37403000
02/05/2020,Jharkhand,12393,Tested,115,12278,,,10971,Centre,,,,,,,https://twitter.com/FobGumla/status/1256609438334545921?s=19,,,0.93%,31.22,31217,108,37403000
03/05/2020,Jharkhand,13055,Tested,115,12940,,,10838,Centre,,,,,,,https://twitter.com/ANI/status/1256975540772364289?s=19,,,0.88%,32.88,32884,114,37403000
04/05/2020,Jharkhand,13832,Tested,115,13717,,,9674,Centre,,,,,,,https://twitter.com/RanchiPIB/status/1257324103532285952?s=20,,,0.83%,34.84,34841,120,37403000
05/05/2020,Jharkhand,15064,Tested,125,14939,,,8373,Centre,,,,,,,https://twitter.com/RanchiPIB/status/1257725928257531905,,https://t.me/indiacovid/4093,0.83%,37.94,37945,121,37403000
06/05/2020,Jharkhand,15908,Tested,127,15799,,,7693,Centre,,,,,,,https://twitter.com/RanchiPIB/status/1258054089935470592,,https://t.me/indiacovid/4162,0.80%,40.07,40071,125,37403000
07/05/2020,Jharkhand,17101,Tested,132,16969,,,8016,Centre,,,,,,,https://twitter.com/RobRanchi/status/1258426829561462784?s=19,,,0.77%,43.08,43076,130,37403000
08/05/2020,Jharkhand,17219,Tested,132,17087,,,,,,,,,,,https://twitter.com/RobRanchi/status/1258652457481076736,,,0.77%,43.37,43373,130,37403000
09/05/2020,Jharkhand,18632,Tested,154,18478,,,,,,,,,,,https://twitter.com/RobRanchi/status/1259013915737878531?s=19,,,0.83%,46.93,46932,121,37403000
10/05/2020,Jharkhand,20832,Tested,157,20675,,,9453,Centre,,,,,,,https://twitter.com/RobRanchi/status/1259523301606658048?s=19,,,0.75%,52.47,52474,133,37403000
11/05/2020,Jharkhand,21201,Tested,160,21041,,,,,,,,,,,https://twitter.com/RobRanchi/status/1259763103123685376/photo/1,,,0.75%,53.40,53403,133,37403000
12/05/2020,Jharkhand,22815,Tested,164,22651,,,,,,,,,,,https://twitter.com/RobRanchi/status/1260121296676904961?s=19,,,0.72%,57.47,57469,139,37403000
13/05/2020,Jharkhand,25769,Tested,177,25592,,,15218,Centre,,,,,,,https://twitter.com/RobRanchi/status/1260597855850385408?s=19,,,0.69%,64.91,64909,146,37403000
14/05/2020,Jharkhand,27789,Tested,197,27592,,,19914,Centre,,,,,,,https://twitter.com/RobRanchi/status/1260964845207183361/photo/1,,,0.71%,70.00,69997,141,37403000
15/05/2020,Jharkhand,29236,Tested,211,29025,,,23812,Centre,,,,,,,https://twitter.com/RobRanchi/status/1261344745474764801?s=19,,https://t.me/indiacovid/4831,0.72%,73.64,73642,139,37403000
16/05/2020,Jharkhand,31025,Tested,217,30808,,,28222,Centre,,,,,,,https://twitter.com/RanchiPIB/status/1261696587933388804?s=09,,,0.70%,78.15,78149,143,37403000
17/05/2020,Jharkhand,33220,Tested,223,32997,,,32521,Centre,,,,,,,https://twitter.com/RanchiPIB/status/1262050657592381443,,https://t.me/indiacovid/4989,0.67%,83.68,83678,149,37403000
18/05/2020,Jharkhand,35359,Tested,228,35131,,,51718,Centre,,,,,,,https://twitter.com/RanchiPIB/status/1262424357743329286/photo/1,,,0.64%,89.07,89065,155,37403000
19/05/2020,Jharkhand,37589,Tested,248,37341,,,64425,Centre,,,,,,,https://twitter.com/RobRanchi/status/1262797380878888960,,,0.66%,94.68,94683,152,37403000
20/05/2020,Jharkhand,39402,Tested,281,39121,,,67021,Centre,,,,,,,https://t.me/indiacovid/5232,,,0.71%,99.25,99249,140,37403000
21/05/2020,Jharkhand,41936,Tested,303,41633,,,71123,Centre,,,,,,,https://twitter.com/RobRanchi/status/1263511069303037952,,,,,,,
22/05/2020,Jharkhand,,,,,,,,,,,,,,,,,,,,,,
